12,"大学最不后悔的事就是认识她，最后悔的事是从军训喜欢她到现在却没有能抓住她，如果能重来一次，我一定会在一开始的时候勇敢的表达自己的心意。但是马上就要准备考研了，一年后可能就要各奔东西了吧","2016-11-10 13:48:57"
13,"想要脱单，但每当有人靠近时又会反射性地推开，这是一种病吗？还是因为没有遇到对的人？〒_〒","2016-11-10 13:49:29"
14,"人啊，就是喜欢给自己喜欢的人找各种借口。

面对发消息不回、约饭约不出来、整天忙成狗的男朋友，宿舍楼挨着却一周都见不了几次，从刚开始还会抱怨两句到后来试着体谅他理解他，努力让自己也忙起来这样就不会胡思乱想了。

很多东西不是感受不到，只不过自己不愿意相信，于是就为他找各种借口以应付别人无心的询问。我宁愿相信我们是时间久了变成了老夫老妻的模样，可是我想象中的老夫老妻也不是不见面不聊天不散步不做任何事情。

或许每个人表达爱的方式不同，但是无论怎样如果真的喜欢是会让对方感受到的吧。

尽管如此，我还是很喜欢他，名义上的拥有也好过彻底失去他。","2016-11-10 13:49:50"
15,"嗯……
（1）这个是初创版吗～？如果排班和配色可以调的话，可以尝试一下换背景色或者添加背景图片吗～？
因为一打开的像是走进了一间毛胚房的感觉呢;
（2）悄悄话板块:
①点开全文再退出之后会回到第一条。嗯……如果退出后回到当前位置而不是初始位置就好了～
②还是悄悄话，如果能显示某一条是已经看过的就好了;
③可以在某个悄悄话界面上显示评论数目吗？
嗯～微薄之见，草草不工。祝好～

","2016-11-10 16:34:58"
16,"一次面试看上了一个女生，各种途径拿到她微信号后成功添加好友，不过她对我没有任何印象，后来找她说话也不怎么回我，是不是因为没见过面才这样？怎样才可以更接近她？之前在路上在她后面见到她和一个同学一起走着，想了好久要不要上去搭话最终还是怂了，现在想起觉得好可惜(╥╯^╰╥)","2016-11-10 18:35:28"
17,"灯神灯神，我想吐槽一下！！！
32号楼5楼有一间教室，几乎每天晚上都会被一群人占用（不确定是不是同一拨人），有的时候在玩桌游游戏有的时候在办其他活动，吵闹声音特别大特别大。但是周围的教室大多都是考研的学生，加之自习室资源很少，想要学习的同学很受影响。不管他们是否有借教室的凭证，但我觉得这种影响到别人学习的行为很不应该！考研越来越紧张了，真的不想因为这个事烦心！","2016-11-10 21:38:10"
18,"啦啦啦
","2016-11-10 23:31:54"
19,"我不怕等你，我只是怕，等不到你。只想和你说一句，我还是很喜欢你，像风走了八百里，不问归期。","2016-11-11 08:48:45"
20,"北校研究生一枚，虽然人缘很不错，很受朋友的欢迎，却一直处于内心孤单的状态，可能是因为从小没有父爱母爱的原因，只希望冷雨夜里有人能给我个拥抱，不想恋爱，也没有特别喜欢的女孩……顺便一提，我不太会跟女生说话～～","2016-11-11 14:19:12"
21,"跟女朋友异地恋 两年多了 高中一个学校 距离挺远的 不知道为什么就感觉两个人越来越远 不知道怎么办好迷茫","2016-11-11 19:53:20"
22,"很多年前就准备好了要成为华工人，然而未能如愿，后来想着成为华工人的家属也算曲线救国，如今研三都要毕业了，作为邻居都没遇见。难道要逼我再读个学位才能成为华工人么。。。23333。","2016-11-11 20:10:13"
23,"那天在走廊上站着，不小心看到女生换衣服了！我好像看到了好多不该看的！担心会被灭口啊！","2016-11-11 20:43:13"
24,"那天在走廊上站着，不小心看到女生换衣服了！我好像看到了好多不该看的！担心会被灭口啊！","2016-11-11 20:43:13"
25,"那天在走廊上站着，不小心看到女生换衣服了！我好像看到了好多不该看的！担心会被灭口啊！","2016-11-11 20:43:13"
26,"单身快乐……","2016-11-11 20:52:53"
27,"想找个男朋友，但怕是处男，很难办。苦恼","2016-11-11 23:20:35"
28,"男票和我在一起三年又余，彼此深爱对方。我们现在异地，他工作，我在学。彼此微信联系居多。

现在有一个问题，就是男票每次提起他高中时候暗恋对象（以下简称Q女孩）的时候，感觉他都是很开心的样子，Q女孩也知道我男票不是单身，也知道我们在一起多年。

曾经男票在我旁边聊到Q女孩，聊了很多很多，好像忘记在和我说话了，可能最后很尴尬，说了一句总结说还是我最好。最近男票在微信上又提起了Q女孩，还把我们合照发给了她，本来没有什么的，但是男票那时候在和我聊天的，还说想我之类，打算来广州之类的，但是同时也和Q女孩聊天（因为他截图给我看了）。

这个Q女孩曾经拒绝过我男票的表白，也有恩于他。表白和有恩都是多年前的事情了。男票说他们之间现在就是朋友。但是男票这些行为表示他还未放下她，还是说有愧于她在还恩？

求问大家，尤其是男生们想法，一般对曾暗恋对象，表白失败后，是什么情感？","2016-11-12 00:11:53"
29,"
今晚经历了好多，本来约好的单身汪的聚餐，却成了一场套路很深的聚会，最尴尬的是感觉自己是个局外人，被孤立开来的那种，似乎其他人都知道某些秘密，唯独我一个人傻笑却不知发生了点什么……是我把人想的太真诚，还是这个世界就是这么套路？","2016-11-12 01:02:57"
30,"我想知道，别人是怎么能够谈好几次恋爱的
感觉自己心眼小，只要喜欢上一个人，即便知道不可能，也很难把她放下，每天心心念念，否则就像是做了什么亏心事一样难受。别人可能至多三四个月就能走出来，自己却需要很长时间，甚至一两年。
感觉这样的性格对自己不是很好呢，很多事情都会放不下看不开。","2016-11-12 07:31:26"
31,"越长大越孤单？
好奇怪
虽然不喜欢独处
也有很多种交友方式
但对朋友的质量要求却比较高
也曾加过一些好友
然而也只是加过，加了也不曾聊过半句
我不知道，这种加来有什么意义
随后都删了
这种没聊过一句的干嘛占个名单

感觉网聊越来越耗时间
我喜欢线下面对面交流
但出于彼此不了解不熟悉
根本不可能面谈
网聊熟悉后线下聊
成为现实中的朋友
这才算有效吧

不过也有些人
不见面，网聊也不是特别熟
却很乐意帮助人
感谢这类雷锋

不知道小伙伴们是否也这样认为过
但我还是觉得
面对面聊才感觉比较亲近
有个人，懂你的心事也是很不错的","2016-11-12 12:27:32"
32,"灯神灯神，请问咱们学校高分子材料专业招生需要高中会考成绩全A吗?求解，谢谢!","2016-11-12 19:44:57"
33,"灯神，我觉得自己好失败，感觉从此我和ta的关系就不能再再成为恋人了，明明有那么多机会，我为什么不再主动点表白啊！！搞得自己和ta更像很好的朋友，而不是恋人，真的好伤心，我为什么要错过！！","2016-11-12 20:40:28"
34,"小灯神好～
我呢，是一个总是拿年龄说事的人。每次，做了什么错误的决定的时候呢，我就会说，不做选择怎么知道那是错的呢，年轻嘛，没什么经验。看起来是没什么毛病，可是我为什么每次都冲动，草率地就下决定呢，即便是在清醒的时候思考了好久的事情，最后总是会错。或许这本来就是性格决定的吧。是怎样的性格就会趋向于哪方面。这鬼性格已经努力改好久了，可是还是那样。好啦，就这样吧。","2016-11-12 22:47:43"
35,"新声Dai决赛现场最后一排让座位给我的那位男生，真的谢谢你。
当时场面太混乱，没来得及道谢。
希望能通过灯神将这份谢意传达到啦～
比心","2016-11-12 22:50:40"
36,"研一妹子一枚，有一个从高中开始谈的男朋友……大学本科开始就是异地恋，到现在异地七年了。今天他突然跟我说，双十一跟其他妹子出去吃饭看电影，牵手，还差点没回家。然后跟我说什么他没出轨，可是我怎么就这么难过，这么不想原谅他呢？","2016-11-12 22:53:10"
37,"为啥我觉得有些人把妹的方式好恶心啊
微信各种聊，能聊也聊，不能聊也聊
然后在女神不舒服的朋友圈下评论又是注意身体又是发拥抱表情
然后说啥跟人去看看之类的
在正常朋友圈下棒，点赞(写在评论区的两个字)
在吗，干嘛，吃了没。
哎呀，心疼，喝热水。
多穿，快回，外面冷。
你忙，好梦，早点睡。
有点厌恶这样的
或许这就是我把不到妹的原因
","2016-11-12 23:39:36"
38,"灯神吖，我又来了，隔壁学校的女生","2016-11-13 01:26:10"
39,"喜欢一人很久了，她是你们学校的，我和她并不在一个学校。我没有勇气告白，怕说了后，以后就没什么再交流，不知道该怎么办","2016-11-13 05:43:00"
40,"也许每一位同学去找你玩，你都会像对我一样，那么热情，可以说盛情。许多美好的回忆，一起乘坐珠江夜游的船，一起逛街，一路都是你买吃的给我，当然就是没有这些我也早已喜欢上了你。想在那个时候告白来着，却没了勇气。我的顾虑太多，如果做不成恋人，能做成朋友吗？","2016-11-13 06:28:13"
41,"说实话，一个月前的我绝对想不到我今天会因为感情问题来找灯神说悄悄话","2016-11-13 12:58:30"
42,"今天中午又被惊醒了，这样的事情不知道要持续到什么时候。从很小开始就会梦到自己死了，然后毫无意识，世界再也与自己无关。后来很长一段时间都没做过这样的梦。可是上大学之后，也许因为对现实的迷茫，或是对时光的感慨，经常睡着睡着就会突然觉得自己死了，开始怀疑人生，然后就会特别无助，特别想哭。已经整理过很多遍情绪，调节过很多次心情，可是灌再多的鸡汤也抑制不住这种恐惧，总是反反复复在睡梦中惊醒，时不时就会吓哭自己。我是不是要看心理医生啊。","2016-11-13 14:41:52"
43,"想约人去看电影 想谈恋爱 想有人给我过生日 啊 啊 啊 那那bb盒子bb辣海bb都不理我了 没人跟我玩 哭哭哭哭哭","2016-11-13 18:49:19"
44,"方形生活在一个多彩的几何世界，几何世界中有圆形，平行四边形，不规则的四边形等等等，方形在成长过程中一直观察，模仿，发现圆形能走的更快更好更顺利，圆形可以与其他图形有更好的融合。
于是方形决心改变自己，不断经历各种磨难磨圆自己，终于它做到了，成为了一个圆形，也能走得更远更好了。
但它渐渐发现，自己遇到方形的坑总是过不去，因为是圆形，总是很容易掉进去而出不来，而看着其他方形的人可以凭借自己的棱角轻松躺过，已变成圆形的方形开始怀念从前方形的时候。
然而方形知道不可能再回到从前了，于是方形静静地呆在坑中，沉入梦中，进入另一个世界，而不再管自己是圆形的世界了！","2016-11-13 23:16:59"
45,"灯神啊灯神，我是北校大二的女生。说出来可能有点可笑：我觉得我好像不如以前快乐了。生活兜兜转转，做不完的事，写不完的作业，洗不完的衣服～慢慢变得有些焦虑，或许是，心累吧。有时候出去吃好一点，觉得开心；完成一项任务，觉得开心；看到帅帅的男生，觉得开心。可是这种开心实在难以延续，转瞬即逝。真的很像做回那个快乐的自己，该怎么做出改变呢？","2016-11-13 23:23:10"
46,"很想找个能每天一起吃饭一起跑步一起看书一起旅行一起讨论知识的人，现在每天一个人吃饭一个人看书一个人做实验，长期下去自己会性格缺失的！","2016-11-14 00:24:19"
47,"今天晚10点出了地铁口，看见了一个蹲在地上的小女孩模样着装的人。地上一个纸板上写着：请给我6元钱车费和吃饭（Please give me 6RMB for dinner. 我考虑了一下，拿出钱包里仅剩的3块钱现金给了对方，并说了声不好意思，我只剩下三块钱了（这期间“小女孩”始终未抬头）。
走了两步觉得好像不太行，有点可怜一个小女孩，这么晚，万一因为几块钱出什么事就不好了。看到前面卖水果的大叔，用微信支付和对方交换了5块钱现金。拿到五块钱现金，再次走到“小女孩”身边，警觉性的问了一下对方，你还差多少钱啊。对方支支吾吾了半天，我接着问，你一分钱也没收到么，还差6块钱么。对方说，嗯。
此时的我无言以对，笑了一声","2016-11-14 00:30:14"
48,"分手一年多了，我对我们一起的回忆依旧念念不忘，也许是我太矫情，但是我只想再见见你，最近过得怎样，是不是偶尔还会想起我，是不是已经有了另一个他......","2016-11-14 00:59:08"
49,"我是男朋友的初恋，在一起半个月。自己以前也谈过几次恋爱，现任对我很好，双十一我要什么他给我买什么。不过前几天看到他钱不是太多了，也就有点心疼他不想再要了。不过我很多疑，我想为了他变得更好，他是学金融的，有很多我不懂的东西。最近我们都比较忙，昨晚吵架了，我嫌弃他不会哄女生开心，和听不懂女生说话一样，他就觉得我天天这么患得患失，很累想分手了。其实我是很想和他一直在一起的也知道自己有很多不好，可他对如何与女性相处似乎一点都不懂。现在不知道该怎么办好了～","2016-11-14 01:22:06"
50,"今天，是认识你的第592天。喜欢你的168天。你是狮子座，阳光潇洒，各方面都很优秀。很多朋友问我到底喜欢你什么，其实你应该一直觉得我就是一个小迷妹小声控小傻瓜吧。
但是真的跟你在一起好开心，就连校园路灯下一起走路都觉得好浪漫，好想这样一直跟你走下去。我好喜欢你，自出生以来，真心喜欢过爱过的只有初恋和你，认识你的时候也是我和初恋最后纠缠的日子，不堪的日子。我很后悔，后悔自己说好的每天跟你学习一句两句两句粤语没能一直坚持下来。如果那样，你会不会更加了解我多一点，我们之间会不会有那么一丢丢的可能？打开微信的清理存储空间，跟你的聊天记录一直排在第一位但我一句话也不舍得删去。拉黑你过两次，为什么明知道拉黑后你发的消息我看不到你也没办法申请解除拉黑我还要这样做呢？因为我不舍得删了聊天记录，也不舍得删了你。所以绝交五分钟，我是相信你生气了也会原谅我的。
你说你不喜欢网上聊天，对啊我们确实只见过两次，虽然我很想像赵默笙一样天天追着何以琛跑，天天围堵，我也在暑假里想好了要报辅修课这样就能上课也能跨越不同校区的障碍有空去找你。但是你自从开学前感受到了我强烈的喜欢之后（其实我也有表白两次了吧），你渐渐的变得不是那么爱理我，我知道你说不想伤害我的那时候，就已经是在拒绝了。抵抗吧。但我真的是真心喜欢你的，帅气猥琐又充满兽性的xx师兄。我9月开学以来情绪一直不稳定，来自各个方面的压力让我措手不及，我渴望得到你的关心和宠爱。我每一条被你点赞过评论过的票圈都舍不得删去，你的歌我每听一次都会自己在那里傻笑。我很希望，就是这样简简单单的，和你吃个饭散散步，真的好幸福。我这两天终于找回自己应该有的状态，我也不再害怕你说出什么话让我崩溃，因为我已经坦然的面对现实。我发觉最近我的出现应该是给你造成了困扰吧，所以我很想听你那天被我阻止的没有说出口的话到底是什么。而你迟迟不做回应。嗯，其实我是明知道结果的。我能感受到一个对自己痴迷爱得很深对自己超级好而自己却没有感觉，对对方的感情可能是出于善心，友谊，但却不想发展成爱情。我羡慕别人脱单，我不是没办法脱单 ，我只是个完美主义者，希望脱单的对象是我目前最深爱的你。然而 ，我心里知道结果 了，所以，我默默地做个支持你的人。不再去烦你，慢慢忘记你，像从前忘记初恋一样 ，时间都会治愈好的。
愿你遇到你的天使。迟迟没有说出这三个字，第一次也是最后一次，想对你说，我爱你。 ","2016-11-14 02:46:24"
51,"灯神呀！跟ta刚分手，原因不明。她说是她的原因，可是她没告诉我是什么。
因为一起办活动跟她相识，两个礼拜后活动结束选择表白，因为我觉得再也不会遇到这样能给我这么多感觉的女生了。她犹豫了一会答应了，可是也表明她还有另外一面，到时分手会伤害我。。。
几个月的相处非常融洽，也很美好，相互之间没有闹过太大矛盾。哪怕是暑假异地，也会很频繁的联系~可能是两个人相处都太客气了，太小心翼翼了，太在意对方感受了，我总有一种早晚会分开的感觉
暑假回来，开学大家都有一大堆事情，她根本没有时间陪我，这个可以理解，我也在做自己的事情。可是这样的状态持续越来越久，快20多天了，她也没有跟我说任何关于她的事情，只是说她很忙~
这段期间我一直默默的关心她，可她就是不理我。后来吵架了，我跟她说希望她可以对我的关心做出一点回应，哪怕一句宽慰的话都行~她只说她很忙，她现在什么都不想只想做好自己的事情，其他的随便~后来冷战，在这期间我多次尝试挽回，可是每一次她都很冷淡回应。。。一个多月后她中午提分手
在整一个过程中，我觉得最可怕的是她忽然之间什么也不跟你说了，就像忽然之间她变了一个人一样，我希望她可以给我一个答案，可是她说这是她的错，仅此而已。。。
分手快一个月了，我以为我可以放下她，其实上一次再次看见她后，一切回忆都回来了，朋友都说她不好，可是我知道我还喜欢她，所以我觉得她好，所以她做的一切我都可以理解。
因为同一个组织的原因，大家时不时还要碰面，可是这个过程真的煎熬~
我该如何放下她~还是重新把她追回来？

                         外校男生","2016-11-14 10:41:47"
52,"其实我不是你误会这样的人，可能从小爱作死，爱闹爱玩吧。和我相处久的人都觉得我是一个阳光温暖的女孩，只是我内心比较骄傲任性，不能忍受一点委屈，心里难受。有点后悔失去你这样一个有趣的朋友，其实那天看见你，那歪嘴的笑容，明亮的眼睛，吃饭的时候竟然很紧张，不敢正视你。后来逛校园，你靠得我那么近，我有点害羞躲着走，还有你那充满磁性的声音，我竟然有了一种许久未有的心动，我想或许我们接下来还会有故事吧，但是事情发生的出乎我的意料，连朋友也做不成了。好吧我为了一件小事和你吵翻了，本来我也想你这样对我不联系就罢了。可是后来双十一，有在本校里认识的男生暗示我，追求我，但是不知道为什么，我并没有向对你那样心动。心累。你来了，偷走我的心，但又挥挥衣袖走了。仔细想想或许我们没有缘分在一起吧，学校距离远家住的又是异地，你也没有办法解决异地。而且你说要考研但我不爱学习。好吧，不知道你会不会看见这条悄悄话，能否猜到是我。我写这话，是想等我忘掉你那面容，忘掉对你心动的那瞬间，再找一个人，天冷了给我拥抱。","2016-11-14 11:08:57"
53,"其实我不是你误会这样的人，可能从小爱作死，爱闹爱玩吧。和我相处久的人都觉得我是一个阳光温暖的女孩，只是我内心比较骄傲任性，不能忍受一点委屈，心里难受。有点后悔失去你这样一个有趣的朋友，其实那天看见你，那歪嘴的笑容，明亮的眼睛，吃饭的时候竟然很紧张，不敢正视你。后来逛校园，你靠得我那么近，我有点害羞躲着走，还有你那充满磁性的声音，我竟然有了一种许久未有的心动，我想或许我们接下来还会有故事吧，但是事情发生的出乎我的意料，连朋友也做不成了。好吧我为了一件小事和你吵翻了，本来我也想你这样对我不联系就罢了。可是后来双十一，有在本校里认识的男生暗示我，追求我，但是不知道为什么，我并没有向对你那样心动。心累。你来了，偷走我的心，但又挥挥衣袖走了。仔细想想或许我们没有缘分在一起吧，学校距离远家住的又是异地，你也没有办法解决异地。而且你说要考研但我不爱学习。好吧，不知道你会不会看见这条悄悄话，能否猜到是我。我写这话，是想等我忘掉你那面容，忘掉对你心动的那瞬间，再找一个人，天冷了给我拥抱。","2016-11-14 11:08:57"
54,"我刚刚写了那段悄悄话怎么再登录我就看不见了？","2016-11-14 13:12:11"
55,"我和他可能再也回不去了。

一开始的时候两个人兴趣相仿也特别聊得来，在微信上就说得特别开心。但是见几次面发现两个人都很拘束。他觉得我不够活泼，但我只是和他在一起的时候特别紧张，因为我真的好喜欢他。

现在我和他是好朋友，但我却依然深深喜欢他。可他也许对我只有朋友的感觉。我该怎么办？","2016-11-14 15:26:05"
56,"我是华工大二妹子，偶然间发现舍友在看那种片子，当然她不知道我知道了。在我印象里比较纯洁的一个人。我内心是崩溃的，感觉太恶心。虽然表面没表现出来，但是每次看到她心里怪怪的，不知怎么面对。是我太小题大做了吗?还是女生看也挺正常的?求小伙伴们真心解答。不胜感激","2016-11-14 20:01:40"
57,"我是华工大二妹子，偶然间发现舍友在看那种片子，当然她不知道我知道了。在我印象里比较纯洁的一个人。我内心是崩溃的，感觉太恶心。虽然表面没表现出来，但是每次看到她心里怪怪的，不知怎么面对。是我太小题大做了吗?还是女生看也挺正常的?求小伙伴们真心解答。不胜感激","2016-11-14 20:03:14"
58,"今天饭堂帮我付了两块钱的男生

感谢感谢你

","2016-11-14 22:38:04"
59,"我觉得我似乎生来就有缝隙，稍微做一点好事就会从自己身边溜走，直到一点都不剩。所有对我有过好感的男生最后都不会喜欢我。
最近喜欢的男生，在我认为我们挺暧昧的时候我不小心说出来了我喜欢他的事，他也说挺喜欢我，只是都告诉对方不敢轻易尝试怕连好朋友都当不成，结果，第二天，他突然给我说想了一天说还是当好朋友。我很生气也很难过，赌气地说了一句暂时不想理他了。
我不知道他想了什么，可以在一天之内把对一个人的所有好感磨灭，也觉得很不公平，另一个和我玩的好的女生估计也喜欢他，但是她没有表白，于是他们现在越来越暧昧，我是说错了什么吗，可是为什么要因为说了那句话就要否定我的全部？很难过","2016-11-14 23:05:27"
60,"余得锐测试！别发出去！
27日，一篇《我上了985,211，才发现自己一无所有》在盆友圈疯传，说实话我对这样的鸡汤标题党一直很无感，但好歹人家是能刷屏的文章，还是应该点进去看一看的。
在最开始看到这篇文章的时候，我也确确实实的感受到了共鸣，或者说每一个依靠着自己的努力考进985，211的人都会有这样的共鸣。无关家庭无关背景，只要我们是向前进的，都不可避免的会经历这样的一个阶段，一个不断艳羡他人怀疑自己的阶段。
可惜的是，对于作者的价值观却不敢苟同，但倒也不至于特地的写一篇文章来大批特批，作为一个作者口中的所谓985的学生，我比较在意的是，关于985、211的讨论，估计又会热闹一段时间，可在这一次次的针锋相对吵闹不休里，我们在争论的到底是什么？985,211这块标签对于我们而言，又是什么？
","2016-11-14 23:07:02"
61,"好像我总是让人难以理解，缺少陪伴，渴望陪伴。总是一个人过活，没有感到怎样。当我一个人走在深夜回宿舍的路上，我才知道我我多么孤独。阴暗的路灯，斑驳的树影，湿冷的薄雾，与影子相伴走在东湖边的小径，看着路过相拥相笑的情侣，湿冷的天里我是多么渴望温热的拥抱。其实我一直害怕孤独，但从小到大一个人，我早已麻痹。我不合群，只沉浸在自己伤春悲秋的世界，其中所思不过是自说自话去证明ziji的存在。
我觉得一个人挺好的，我也不想改变，我是我，我不想迁就别人为难自己。我讨厌你侬我侬的小情侣
，我讨厌情侣狗舍友长久通话。我相信一个孤独的灵魂也能在茫然大海之中航行得很远，直到沉没","2016-11-15 00:40:20"
62,"好像我总是让人难以理解，缺少陪伴，渴望陪伴。总是一个人过活，没有感到怎样。当我一个人走在深夜回宿舍的路上，我才知道我我多么孤独。阴暗的路灯，斑驳的树影，湿冷的薄雾，与影子相伴走在东湖边的小径，看着路过相拥相笑的情侣，湿冷的天里我是多么渴望温热的拥抱。其实我一直害怕孤独，但从小到大一个人，我早已麻痹。我不合群，只沉浸在自己伤春悲秋的世界，其中所思不过是自说自话去证明ziji的存在。
我觉得一个人挺好的，我也不想改变，我是我，我不想迁就别人为难自己。我讨厌你侬我侬的小情侣
，我讨厌情侣狗舍友长久通话。我相信一个孤独的灵魂也能在茫然大海之中航行得很远，直到沉没","2016-11-15 00:41:20"
63,"都读研究生都没有经历过恋爱的熏陶是怎么体验？
本人就差不多是这样的，当初大一时候跟一个妹子很好，可惜当时不懂感情是什么，所以只能算有过暧昧，一转身就错过了，单身狗一只。可能长得不够帅，又瘦又黑，不是大众喜欢的那种类型。有时会羡慕别人一对对情侣，感觉他们很快乐，自己要是有一个女票也挺好。；有时又觉得一个人挺好的，可以不为任何人考虑，不用顾虑到别人的感受，自由支配自己的生活，打打篮球，看看足球，健健身什么的，偶尔打打羽毛球，四五点一线，生活确实还过得去，不会无聊透顶。
  加上我对运动型女生或者逗比型女生比较感兴趣，可能这类女生确实比较少，自己看上别人别人也未必看得上自己。理想比较丰满，现实很骨感。我想拥抱你，可惜时光之里，山南水北，可惜你我之间，人潮似海。
可能自己也太理性了点，觉得自己还没有足够的条件给女方未来的保障，还是不去祸害人家，免得自己心里过意不去。在奔三的道路上越走越远，希望自己变得优秀。
","2016-11-15 00:47:35"
